doctor_name,specialization,experience_years,clinic,city,rating,reviews_count,profile_url
Бодымова Махаббат Есенгельдиновна,Стоматолог • Стоматолог детский • Стоматолог-ортодонт • Стоматолог-терапевт,,"Стоматологическая клиника ""WHITESTORY by KIDS SMILE"" на Азербаева",Алматы,0,0,https://doctor.kz/doctors/354382861619604705
Колесникова Марина Александровна,Рентгенолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/389014301698833318
Мауленов Аскат Даулетович,Анестезиолог-реаниматолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/1684051698914343
Оразданова Диляра Рызатовна,Врач общей практики (ВОП),,"Медицинский центр ""АРУ""",Отеген Батыр,0,0,https://doctor.kz/doctors/196320691712057064
Бекмурзаева Бахыткуль Джамбуловна,Аллерголог • Иммунолог • Педиатр • Терапевт,,"Медицинский центр ""MED LAB ЭКСПРЕСС""",Алматы,0,0,https://doctor.kz/doctors/782689681484550573
Саугабаева Айгерим Манарбеккызы,Стоматолог • Стоматолог-ортодонт • Стоматолог-терапевт,,"ИП Исмагулов Ж ""Стоматологическая клиника ""СМАҒҰЛ ДЕНТ - ЛЕСХОЗ""",Атырау,0,0,https://doctor.kz/doctors/826044001496990361
Амралин Сакен Еркинбекович,Офтальмолог/ Окулист,,"ТОО ""Лазерный центр Коновалова""",Алматы,0,0,https://doctor.kz/doctors/540763321605699664
Цхай Алена Юрьевна,Врач общей практики (ВОП) • Гинеколог-эндокринолог • Дерматолог • Эндокринолог,,"Медицинский центр ""КРИАЛ-МЕД""",Алматы,0,0,https://doctor.kz/doctors/107541051695289416
Альбекова Жанар Сермановна,Эндокринолог,,"Медицинский центр ""АЙЯ""",Астана,5,0,https://doctor.kz/doctors/632046131550547813
Высочина Мария Анатольевна,Педиатр,,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",Алматы,0,0,https://doctor.kz/doctors/492232361693988872
Кабилдина Найля Амирбековна,Маммолог • Онколог,,"Клиника ""КРИСТИНА""",Караганда,0,0,https://doctor.kz/doctors/830227501529648843
Утажиев Багдат Габитович,Врач / инструктор ЛФК • Кинезитерапевт • Реабилитолог • Ревматолог,,Центр ДОКТОРА БУБНОВСКОГО,Тараз,5,1,https://doctor.kz/doctors/949850241484215615
Тулетова Айнур Серикбаевна,Акушер-гинеколог • Гинеколог • Гинеколог детский,,"Медицинский центр ""ANA CLINIC""",Астана,0,0,https://doctor.kz/doctors/936745031481535954
Еспаева Раушан Нурхадировна,Гинеколог,,"ТОО ""Центр молекулярной медицины""",Алматы,0,0,https://doctor.kz/doctors/494720251493359160
Алимбаева Алия Рахметуллиновна,Невропатолог детский • Педиатр • Реабилитолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/838182281692338028
Кузнецова Ольга Григорьевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""АЙЯ""",Астана,0,0,https://doctor.kz/doctors/554024061663222277
Саухатова Айгерим Сматовна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""DAUMED""",Шымкент,5,0,https://doctor.kz/doctors/734151381482290582
Алибек Ернар,Иглотерапевт • Реабилитолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/15459861692340318
Ильясова Алма Яудовна,Врач УЗИ • Гинеколог • Гинеколог детский,,,Астана,0,0,https://doctor.kz/doctors/379267851708350836
Мухамбетова Гульнар Амерзаевна,Невропатолог детский • Невропатолог/ Невролог,,"Педиатрический центр ""КАРУДО""",Алматы,0,0,https://doctor.kz/doctors/241599361492766881
Барбосинова Айгерим Болаткызы,Врач ЭЭГ • Невропатолог/ Невролог • Реабилитолог,,Институт неврологии и нейрореабилитации имени Смагула Кайшибаева,Алматы,0,0,https://doctor.kz/doctors/245603151680846971
Кайшибаева Гульназ Смагуловна,Невропатолог/ Невролог,,Институт неврологии и нейрореабилитации имени Смагула Кайшибаева,Алматы,0,0,https://doctor.kz/doctors/738374211565948918
Рахимбеков Арман Сансызбаевич,Стоматолог • Стоматолог-ортопед • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматологическая клиника ""КЛАССИК-АР""",Алматы,0,0,https://doctor.kz/doctors/1597101545066218
Гринькова Татьяна Николаевна,Гинеколог,,"Клиника ""КРИСТИНА""",Караганда,0,0,https://doctor.kz/doctors/745419451529648699
Мергенбай Рахым,Нейрохирург,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/607220671698914636
Карибаев Шерхан Бахытбекович,Кардиолог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/74583281765797464
Шинкаренко Ирина Анатольевна,Семейный врач,,"Медицинский центр ""IMC"" на Серкебаева",Алматы,0,0,https://doctor.kz/doctors/704163351486636437
Надирбеков Аббосбек Адилбекович,Врач КТ • Врач МРТ,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/198033361698905629
Карагаев Нурлыбек Туракбаевич,Хирург,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Алматы,0,0,https://doctor.kz/doctors/250023721765794044
Ким Александр Валерьевич,Стоматолог • Стоматолог детский • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматологическая клиника ""WHITESTORY by KIDS SMILE"" на Азербаева",Алматы,0,0,https://doctor.kz/doctors/394348061501052310
Варзилов Тимирхан Исабалович,Акушер-гинеколог,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/541670591701268766
Медведкова Олеся Олеговна,Офтальмолог/ Окулист,,"ТОО ""Лазерный центр Коновалова""",Алматы,0,0,https://doctor.kz/doctors/111965231695376847
Туганбаев Максат Багланович,Онкогинеколог,,"Семейная клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/935722501722951772
Рахманкулов Умарали Гавхарович,ЛОР/ Оториноларинголог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/493166561698905979
Конырбаев Серик Маратович,Семейный врач,,"Медицинский центр ""IMC"" на Муканова",Алматы,5,0,https://doctor.kz/doctors/484764211509424846
Кайратбеккызы Айгуль,Невропатолог детский,,"ТОО ""Достар Мед Престиж""",Атырау,0,0,https://doctor.kz/doctors/582459341691499074
Амангельдиева Жибек Нуртасовна,Врач МРТ,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/235430301698914053
